product_id,tn
20001,1169.2561808141438
20002,1053.7203457794844
20003,686.655042629513
20004,537.8712086050834
20005,496.03149297454195
20006,458.42977686280807
20007,381.11550191043233
20008,421.30000481391653
20009,456.0511781100744
20010,415.2925496756245
20011,365.40452366440263
20012,278.1128648196267
20013,365.0045675869082
20014,349.79397188702876
20015,336.52029994824363
20016,263.554234072034
20017,261.6100069714043
20018,256.67075871207135
20019,274.81005888576595
20020,262.9316919423958
20021,241.22916157208118
20022,271.0157110894266
20023,207.84586287108846
20024,196.50158005021004
20025,198.2586385211493
20026,219.83520947782418
20027,218.17473071510193
20028,219.70422462710732
20029,183.92710772027237
20030,106.20448029848927
20031,179.57940145378888
20032,590.33366
20033,130.47302534894558
20035,158.89868225971253
20037,175.40857529080057
20038,167.23922374430373
20039,121.8716616526765
20041,128.0712052651316
20042,153.42709799734385
20043,127.5719490674075
20044,168.42341383860943
20045,138.17407666398557
20046,133.70178107080258
20047,167.48913927280086
20049,153.99997312907163
20050,124.79051116181469
20051,119.61998198584666
20052,89.04714462336787
20053,150.5406058330883
20054,131.59868806364994
20055,90.80382724694938
20056,80.04907003182888
20057,127.19231455994827
20058,106.38421017977988
20059,135.9761292588646
20061,125.82387134155186
20062,97.6504729733443
20063,113.83785250118143
20065,117.93410233335284
20066,120.69172417254899
20067,98.05995532516246
20068,104.04948314418112
20069,133.95288268490378
20070,108.47544932988765
20071,122.3182423867377
20072,85.34058463359855
20073,92.26235952112894
20074,80.28724985842791
20075,120.61785568659828
20076,94.27854229578904
20077,93.96844411463425
20079,60.55670835004311
20080,83.3891862994869
20081,85.56206755206617
20082,68.26777036619814
20084,113.58742560372464
20085,163.73826186051906
20086,62.12862958262399
20087,62.37010681314251
20089,182.25973792523808
20090,76.53896173779455
20091,99.69790979040651
20092,60.80297406976225
20093,79.26187614288479
20094,95.85471959864401
20095,61.11034643222587
20096,76.3307785484053
20097,60.933226335096435
20099,68.5897547197769
20100,40.60689999300238
20101,70.18591045972204
20102,29.839225118882812
20103,79.4888454157747
20106,61.425667702514616
20107,71.48886359093272
20108,58.90178572605939
20109,57.79912535440572
20111,77.99754599919086
20112,74.01957041207896
20114,56.37061981866984
20116,74.48368929008863
20117,47.87653883748287
20118,51.60828197423305
20119,48.82708806592814
20120,56.810292354680584
20121,71.27595032881487
20122,65.44462514210485
20123,55.7209863045159
20124,47.898885198640414
20125,59.423946670256136
20126,102.48196335330209
20127,208.43745
20129,53.86841697355595
20130,105.32467404711082
20132,53.57807043841481
20133,61.76808981739059
20134,59.478918611113215
20135,62.340142275269656
20137,49.11406706595156
20138,40.611972022641
20139,55.815844670140976
20140,52.51977550057934
20142,57.00992765911881
20143,98.84671580329493
20144,53.39419358601509
20145,54.286402041387575
20146,39.61817204295805
20148,66.68795648996617
20150,96.53345878997351
20151,35.3115408639557
20152,56.68220962671661
20153,52.584634210543356
20155,48.72851641178984
20157,54.346705334093244
20158,43.15299070666159
20159,76.57287389691396
20160,46.96487175939514
20161,52.12653872599657
20162,35.93856783059292
20164,62.88835188815835
20166,50.69834914344477
20167,38.337450047661605
20168,22.144286675739725
