product_id,tn
20001,1232.598810796188
20002,947.5813975067074
20003,655.2477669883882
20004,533.4749288690853
20005,547.2559429644577
20006,432.1688486362652
20007,365.54641091252284
20008,318.00312051545
20009,421.9146920065007
20010,367.04034068880105
20011,346.94681850731183
20012,261.7380074800474
20013,358.6736192305936
20014,338.49804843004955
20015,279.09673256104065
20016,266.81601325073734
20017,244.25469967725013
20018,216.03843546406893
20019,261.2789935640624
20020,247.48246228670948
20021,217.8302288942408
20022,204.61373688929694
20023,205.81074159895334
20024,197.54266798648092
20025,205.18113365234186
20026,222.63682142313485
20027,179.02348801835322
20028,164.50102547905192
20029,168.30190998619935
20030,99.50306801576677
20031,160.52514697031418
20032,590.3336600000001
20033,143.17816824699938
20035,156.66871154549366
20037,134.38680511663492
20038,158.27381211630433
20039,130.7028901016274
20041,116.4671771667404
20042,141.3085151091266
20043,118.81335688732239
20044,150.17257710476568
20045,132.80538855512665
20046,139.30097828364637
20047,126.08552462888518
20049,139.2573346062688
20050,111.49272357510222
20051,119.4908480113139
20052,80.56496762723313
20053,128.27155667645715
20054,120.7605824975777
20055,83.03869414802656
20056,84.75209102884807
20057,115.72727879646024
20058,102.43073160593413
20059,121.69262312806721
20061,114.61415939770205
20062,89.85462272399091
20063,106.81337895441571
20065,102.86673377295853
20066,102.6532634618526
20067,90.20596967816329
20068,97.17103075898154
20069,115.5404787319511
20070,91.5064466533825
20071,104.7862830781913
20072,73.9218006861258
20073,104.25484887340498
20074,78.1943785981145
20075,103.6515485448324
20076,83.26900704436288
20077,77.14100071254029
20079,49.854909791172695
20080,59.02799106059031
20081,87.18644637212
20082,67.64278259525419
20084,100.7765781363333
20085,167.44553077242355
20086,51.903745556067484
20087,77.71077017964677
20089,170.91418034329698
20090,57.35774222211114
20091,93.7167818306064
20092,59.71916048424856
20093,67.98927230052779
20094,72.86934639938733
20095,61.164118062460766
20096,62.067728963567305
20097,55.72930680956711
20099,62.067836528320115
20100,12.708439938039035
20101,63.96607360800017
20102,30.227528022824686
20103,64.60362270740761
20106,63.60184314105643
20107,68.3470903758501
20108,55.58890031068974
20109,56.038286536503605
20111,72.57348011519132
20112,78.94547393283459
20114,50.28123090843896
20116,86.23252028746359
20117,40.65420538683152
20118,52.848761785641436
20119,63.201120450380365
20120,54.54049330126818
20121,66.02837855738011
20122,58.82279352264552
20123,52.2537588243529
20124,41.53942226684849
20125,57.62194504787449
20126,87.09258103299165
20127,208.43745000000004
20129,51.768969628705705
20130,94.17227552849795
20132,44.34647577183402
20133,49.34122885525404
20134,48.59235110959843
20135,79.86443118268632
20137,47.65319964010223
