product_id,tn
20001,1126.6284511477963
20002,1084.8052152239507
20003,718.2339918472039
20004,558.649531955345
20005,500.48517806939265
20006,469.5242544373908
20007,401.68742366214667
20008,446.15045271194435
20009,468.32853259095305
20010,434.9351655123089
20011,369.072599278864
20012,279.5344843870145
20013,373.3686885996603
20014,348.8578659851689
20015,337.4416725132583
20016,272.928350438384
20017,271.90265734785646
20018,270.1218869506644
20019,293.7412204308796
20020,256.9570518745672
20021,264.6586858337981
20022,271.1984263440274
20023,201.0091407407587
20024,193.79702453480672
20025,209.53676833699214
20026,246.2497983013936
20027,223.75250638752905
20028,250.0551913071169
20029,185.35052262682458
20030,112.52025622850266
20031,192.08634192645692
20032,590.3336600000001
20033,120.06844913671546
20035,171.40085321674235
20037,199.55973040007268
20038,170.74831078638925
20039,119.12550057128067
20041,135.2523642575271
20042,159.03396015322963
20043,138.05151287324114
20044,176.69986971609032
20045,140.29047026486748
20046,126.94684749150068
20047,178.54289506024978
20049,156.9059767212724
20050,130.438538959778
20051,124.58490481376596
20052,88.98856699823297
20053,162.99063922074046
20054,136.8718162644048
20055,98.97253196590542
20056,84.58049552883641
20057,137.36569935877907
20058,109.39562590727542
20059,138.19747316516037
20061,126.14122777035284
20062,102.04133541786717
20063,115.67705182396313
20065,117.58107680341067
20066,126.17741355279165
20067,96.94368441996346
20068,104.6458694854816
20069,142.10828862164323
20070,112.48705076807715
20071,131.40578867326283
20072,93.76378506704037
20073,97.94924308726254
20074,81.69417965971938
20075,126.87113246162826
20076,98.46418372629253
20077,102.88375961981686
20079,67.1763871034506
20080,88.7258116020015
20081,85.46649199861493
20082,67.0268943070354
20084,113.38966395884322
20085,158.14963301982874
20086,65.75848980244584
20087,59.4262435804138
20089,179.78638990280783
20090,88.31041343342076
20091,105.40548602111036
20092,61.332958576988574
20093,80.43628383510223
20094,98.4400574586239
20095,54.40858066531407
20096,79.21956415875998
20097,64.65911928562457
20099,76.36279654073327
20100,55.00165578929391
20101,69.39638067555481
20102,31.910480820336478
20103,81.34489096726219
20106,63.1506328507719
